"REF_DATE","GEO","DGUID","Prices","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Less: imports of goods and services","Percent","239","units","0","v62305841","1.3.1.26","-0.063","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Less: imports of goods and services","Percent","239","units","0","v62305841","1.3.1.26","-0.034","","","","3"
"2020-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of goods","Percent","239","units","0","v62305842","1.3.1.27","-0.069","","","","3"
"2020-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of goods","Percent","239","units","0","v62305842","1.3.1.27","-5.440","","","","3"
"2020-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of goods","Percent","239","units","0","v62305842","1.3.1.27","6.001","","","","3"
"2020-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of goods","Percent","239","units","0","v62305842","1.3.1.27","0.692","","","","3"
"2021-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of goods","Percent","239","units","0","v62305842","1.3.1.27","0.417","","","","3"
"2021-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of goods","Percent","239","units","0","v62305842","1.3.1.27","-0.213","","","","3"
"2021-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of goods","Percent","239","units","0","v62305842","1.3.1.27","-0.523","","","","3"
"2021-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of goods","Percent","239","units","0","v62305842","1.3.1.27","1.280","","","","3"
"2022-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of goods","Percent","239","units","0","v62305842","1.3.1.27","0.062","","","","3"
"2022-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of goods","Percent","239","units","0","v62305842","1.3.1.27","1.454","","","","3"
"2022-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of goods","Percent","239","units","0","v62305842","1.3.1.27","-0.126","","","","3"
"2022-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of goods","Percent","239","units","0","v62305842","1.3.1.27","-0.844","","","","3"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of goods","Percent","239","units","0","v62305842","1.3.1.27","-0.190","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of goods","Percent","239","units","0","v62305842","1.3.1.27","0.371","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of goods","Percent","239","units","0","v62305842","1.3.1.27","-0.112","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of goods","Percent","239","units","0","v62305842","1.3.1.27","-0.116","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of goods","Percent","239","units","0","v62305842","1.3.1.27","-0.022","","","","3"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of goods","Percent","239","units","0","v62305842","1.3.1.27","0.162","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of goods","Percent","239","units","0","v62305842","1.3.1.27","-0.124","","","","3"
"2020-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of services","Percent","239","units","0","v62305843","1.3.1.28","0.106","","","","3"
"2020-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of services","Percent","239","units","0","v62305843","1.3.1.28","-2.331","","","","3"
"2020-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of services","Percent","239","units","0","v62305843","1.3.1.28","0.212","","","","3"
"2020-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of services","Percent","239","units","0","v62305843","1.3.1.28","0.200","","","","3"
"2021-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of services","Percent","239","units","0","v62305843","1.3.1.28","0.437","","","","3"
"2021-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of services","Percent","239","units","0","v62305843","1.3.1.28","0.111","","","","3"
"2021-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of services","Percent","239","units","0","v62305843","1.3.1.28","0.209","","","","3"
"2021-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of services","Percent","239","units","0","v62305843","1.3.1.28","0.296","","","","3"
"2022-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of services","Percent","239","units","0","v62305843","1.3.1.28","0.002","","","","3"
"2022-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of services","Percent","239","units","0","v62305843","1.3.1.28","0.526","","","","3"
"2022-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of services","Percent","239","units","0","v62305843","1.3.1.28","0.181","","","","3"
"2022-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of services","Percent","239","units","0","v62305843","1.3.1.28","-0.126","","","","3"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of services","Percent","239","units","0","v62305843","1.3.1.28","-0.029","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of services","Percent","239","units","0","v62305843","1.3.1.28","0.194","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of services","Percent","239","units","0","v62305843","1.3.1.28","0.222","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of services","Percent","239","units","0","v62305843","1.3.1.28","0.283","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of services","Percent","239","units","0","v62305843","1.3.1.28","-0.123","","","","3"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of services","Percent","239","units","0","v62305843","1.3.1.28","-0.225","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Imports of services","Percent","239","units","0","v62305843","1.3.1.28","0.090","","","","3"
"2020-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Statistical discrepancy","Percent","239","units","0","v62305844","1.3.1.29","0.084","","","","3"
"2020-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Statistical discrepancy","Percent","239","units","0","v62305844","1.3.1.29","-0.060","","","","3"
"2020-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Statistical discrepancy","Percent","239","units","0","v62305844","1.3.1.29","0.059","","","","3"
"2020-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Statistical discrepancy","Percent","239","units","0","v62305844","1.3.1.29","0.021","","","","3"
"2021-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Statistical discrepancy","Percent","239","units","0","v62305844","1.3.1.29","-0.002","","","","3"
"2021-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Statistical discrepancy","Percent","239","units","0","v62305844","1.3.1.29","0.014","","","","3"
"2021-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Statistical discrepancy","Percent","239","units","0","v62305844","1.3.1.29","-0.043","","","","3"
"2021-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Statistical discrepancy","Percent","239","units","0","v62305844","1.3.1.29","-0.030","","","","3"
"2022-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Statistical discrepancy","Percent","239","units","0","v62305844","1.3.1.29","0.038","","","","3"
"2022-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Statistical discrepancy","Percent","239","units","0","v62305844","1.3.1.29","0.033","","","","3"
"2022-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Statistical discrepancy","Percent","239","units","0","v62305844","1.3.1.29","-0.012","","","","3"
"2022-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Statistical discrepancy","Percent","239","units","0","v62305844","1.3.1.29","-0.003","","","","3"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Statistical discrepancy","Percent","239","units","0","v62305844","1.3.1.29","0.006","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Statistical discrepancy","Percent","239","units","0","v62305844","1.3.1.29","-0.032","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Statistical discrepancy","Percent","239","units","0","v62305844","1.3.1.29","-0.005","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Statistical discrepancy","Percent","239","units","0","v62305844","1.3.1.29","-0.028","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Statistical discrepancy","Percent","239","units","0","v62305844","1.3.1.29","0.051","","","","3"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Statistical discrepancy","Percent","239","units","0","v62305844","1.3.1.29","0.002","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Statistical discrepancy","Percent","239","units","0","v62305844","1.3.1.29","0.035","","","","3"
"2020-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross domestic product at market prices","Percent","239","units","0","v62305845","1.3.1.30","-1.950","","","","3"
"2020-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross domestic product at market prices","Percent","239","units","0","v62305845","1.3.1.30","-11.000","","","","3"
"2020-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross domestic product at market prices","Percent","239","units","0","v62305845","1.3.1.30","9.084","","","","3"
"2020-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross domestic product at market prices","Percent","239","units","0","v62305845","1.3.1.30","1.878","","","","3"
"2021-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross domestic product at market prices","Percent","239","units","0","v62305845","1.3.1.30","1.704","","","","3"
"2021-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross domestic product at market prices","Percent","239","units","0","v62305845","1.3.1.30","-0.117","","","","3"
"2021-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross domestic product at market prices","Percent","239","units","0","v62305845","1.3.1.30","2.015","","","","3"
"2021-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross domestic product at market prices","Percent","239","units","0","v62305845","1.3.1.30","1.790","","","","3"
"2022-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross domestic product at market prices","Percent","239","units","0","v62305845","1.3.1.30","0.853","","","","3"
"2022-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross domestic product at market prices","Percent","239","units","0","v62305845","1.3.1.30","0.938","","","","3"
"2022-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross domestic product at market prices","Percent","239","units","0","v62305845","1.3.1.30","0.605","","","","3"
"2022-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross domestic product at market prices","Percent","239","units","0","v62305845","1.3.1.30","-0.143","","","","3"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross domestic product at market prices","Percent","239","units","0","v62305845","1.3.1.30","0.967","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross domestic product at market prices","Percent","239","units","0","v62305845","1.3.1.30","0.207","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross domestic product at market prices","Percent","239","units","0","v62305845","1.3.1.30","-0.138","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross domestic product at market prices","Percent","239","units","0","v62305845","1.3.1.30","0.175","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross domestic product at market prices","Percent","239","units","0","v62305845","1.3.1.30","0.507","","","","3"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross domestic product at market prices","Percent","239","units","0","v62305845","1.3.1.30","0.548","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross domestic product at market prices","Percent","239","units","0","v62305845","1.3.1.30","0.256","","","","3"
"2020-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Final domestic demand","Percent","239","units","0","v62305846","1.3.1.31","-1.590","","","","3"
"2020-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Final domestic demand","Percent","239","units","0","v62305846","1.3.1.31","-12.013","","","","3"
"2020-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Final domestic demand","Percent","239","units","0","v62305846","1.3.1.31","11.712","","","","3"
"2020-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Final domestic demand","Percent","239","units","0","v62305846","1.3.1.31","1.234","","","","3"
"2021-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Final domestic demand","Percent","239","units","0","v62305846","1.3.1.31","1.354","","","","3"
"2021-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Final domestic demand","Percent","239","units","0","v62305846","1.3.1.31","0.586","","","","3"
"2021-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Final domestic demand","Percent","239","units","0","v62305846","1.3.1.31","2.095","","","","3"
"2021-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Final domestic demand","Percent","239","units","0","v62305846","1.3.1.31","1.091","","","","3"
"2022-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Final domestic demand","Percent","239","units","0","v62305846","1.3.1.31","0.989","","","","3"
"2022-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Final domestic demand","Percent","239","units","0","v62305846","1.3.1.31","0.449","","","","3"
"2022-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Final domestic demand","Percent","239","units","0","v62305846","1.3.1.31","-0.113","","","","3"
"2022-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Final domestic demand","Percent","239","units","0","v62305846","1.3.1.31","-0.040","","","","3"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Final domestic demand","Percent","239","units","0","v62305846","1.3.1.31","0.621","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Final domestic demand","Percent","239","units","0","v62305846","1.3.1.31","0.501","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Final domestic demand","Percent","239","units","0","v62305846","1.3.1.31","0.255","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Final domestic demand","Percent","239","units","0","v62305846","1.3.1.31","-0.232","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Final domestic demand","Percent","239","units","0","v62305846","1.3.1.31","0.584","","","","3"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Final domestic demand","Percent","239","units","0","v62305846","1.3.1.31","0.563","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Final domestic demand","Percent","239","units","0","v62305846","1.3.1.31","0.596","","","","3"


